Name,Team,position,ovr rating,age,college,awareness rating,throw power rating,kick return rating,lead block rating,strength rating,b c vision rating,catch in traffic rating,play action rating,pursuit rating,medium route running rating,catching rating,acceleration rating,spin move rating,height,finesse moves rating,spectacular catch rating,run block rating,tackle rating,injury rating,zone coverage rating,weight,plyr birthdate,deep route running rating,years pro,total salary,trucking rating,throw accuracy short rating,juke move rating,play recognition rating,short route running rating,jersey num,break sack rating,speed rating,run block power rating,jumping rating,toughness rating,throw on the run rating,man coverage rating,stiff arm rating,power moves rating,iteration,release rating,hit power rating,throw accuracy mid rating,kick accuracy rating,pass block power rating,impact blocking rating,portrait id,stamina rating,carrying rating,break tackle rating,kick power rating,plyr handedness,throw under pressure rating,signing bonus,pass block rating,press rating,throw accuracy deep rating,block shedding rating,run block finesse rating,agility rating,elusiveness rating,pass block finesse rating,,primary key,encrypted id
Deon Cain,IND,WR,67,23,Clemson,48,47,50,29,57,76,80,21,32,75,76,90,62,74,10,77,54,46,92,13,202,8/9/1996,75,1,2390000,52,29,76,22,77,11,27,91,37,81,91,22,17,60,10,1,76,28,25,13,27,55,8832,90,75,72,17,Right,25,160000,44,10,34,23,35,91,80,25,,13189,kh6fb96utbaibf4kbqrb3faojg
Austin Calitro,SEA,MLB,67,25,Villanova,67,36,10,17,74,45,43,6,80,11,52,87,40,72,53,51,45,81,86,58,240,1/10/1994,6,2,570000,36,6,48,68,21,58,12,83,45,82,81,6,48,32,62,1,16,84,6,16,45,78,9328,86,57,27,10,Right,10,0,45,47,6,74,45,82,42,45,,13851,2s1b9iae1qcil29mm4p5r3gr8k
Tank Carradine,MIA,RE,67,29,Florida State,58,20,10,12,84,40,15,6,78,8,43,85,50,76,56,25,45,80,81,41,270,2/18/1990,4,6,650000,54,6,50,60,15,95,12,80,45,78,84,6,31,42,68,1,15,79,6,15,45,82,5739,80,50,25,19,Right,13,0,45,35,6,68,45,78,35,45,,1133,rf00qpl87h3fmi9h5adifdci0c
DeAndre Carter,HOU,WR,67,26,Sacramento State,68,31,81,31,61,73,72,13,39,72,80,94,74,68,23,71,36,35,88,23,190,4/10/1993,66,3,570000,35,19,81,22,70,14,24,91,26,91,78,10,15,39,15,1,57,25,12,15,19,42,9728,91,67,65,13,Right,20,0,28,10,7,35,20,94,79,19,,13859,buavbr7ao1f9h49vrbfngqqo04
Chandler Catanzaro,NYJ,K,67,28,Clemson,50,29,10,15,54,25,10,20,32,10,40,79,20,75,20,12,15,28,93,20,200,2/26/1991,10,5,1800000,10,35,25,25,10,7,15,73,14,65,59,20,15,15,15,1,12,13,30,67,16,20,7043,82,45,5,96,Right,13,500000,15,10,25,25,15,63,15,17,,2269,gcaok38fq3oksstfhkmse1qffg
Orson Charles,CLE,TE,67,28,Georgia,72,33,10,59,79,72,75,6,40,52,73,84,74,75,10,74,52,40,89,13,254,1/27/1991,46,7,810000,71,15,70,15,56,82,17,79,51,81,76,10,15,65,10,1,75,25,10,16,62,73,5101,87,72,60,18,Right,10,0,63,25,6,47,50,77,59,56,,11282,tae3lbq95qd2vv9atn52fl6tn4
John Cominsky,ATL,LE,67,23,University of Charleston,55,39,10,34,84,51,41,30,82,25,40,84,43,77,61,39,50,78,93,45,285,11/22/1995,20,0,2530000,51,35,49,58,32,50,30,82,52,79,90,38,38,53,68,1,35,83,30,10,45,80,9419,89,48,35,18,Right,30,480000,52,34,25,73,53,81,37,45,,20423,1c4h4jjklvc45hmkfsgbldand4
Marcus Cooper Sr,DET,CB,67,29,Rutgers,70,20,59,12,68,60,44,10,67,10,74,88,60,74,58,60,35,58,93,67,197,2/1/1990,10,6,740000,34,10,65,69,10,21,10,89,35,90,75,10,64,22,44,1,20,74,10,17,35,52,6742,88,55,42,22,Right,10,0,35,78,10,51,35,83,52,35,,9944,3dqe2numt7pu2hk2c7j2efg6pg
Blake Countess,PHI,SS,67,26,Auburn,69,17,74,10,70,77,38,6,65,10,70,94,63,70,36,61,16,61,88,66,191,8/8/1993,10,3,2170000,17,6,73,67,20,39,21,88,35,86,70,6,63,40,30,1,23,75,6,24,35,46,7962,89,64,51,21,Right,12,180000,25,75,6,45,35,89,66,35,,17848,i5hote7bue2ol66jt13phi2m4g
Maxx Crosby,LV,RE,67,22,Eastern Michigan,61,22,20,20,73,41,29,6,77,20,41,87,30,77,69,31,45,74,90,31,255,8/22/1997,16,0,2540000,34,6,34,60,25,98,12,83,46,84,80,6,24,39,61,1,25,77,6,12,44,76,9426,82,41,27,17,Right,10,760000,45,17,6,67,45,82,37,45,,20571,idc0e8i3ot5qmhtvd7mastqet8
Sean Culkin,LAC,TE,67,26,Missouri,57,25,11,58,75,54,73,6,38,57,73,87,51,77,12,70,62,33,88,24,255,6/11/1993,52,2,1680000,72,15,58,14,62,80,11,82,61,85,88,10,10,69,20,1,66,38,10,19,63,73,9168,84,66,51,15,Right,10,0,64,10,6,42,56,77,49,58,,12947,t1krlnen5da5v78sosgimh2kms
Benny Cunningham,JAX,HB,67,29,Mid Tenn St.,80,25,83,46,77,80,56,15,35,51,65,88,76,70,10,56,45,35,84,15,217,7/7/1990,43,6,690000,85,35,81,20,58,29,18,86,35,80,88,15,15,82,10,1,59,20,30,10,37,44,6858,90,84,64,10,Right,17,50000,55,20,20,26,35,84,56,32,,10849,skpof3agcqgfk428b4aiss0sn4
Jordan Dangerfield,PIT,FS,67,28,Towson,64,29,41,15,59,60,59,6,77,10,59,91,68,71,41,61,35,69,87,67,199,12/25/1990,10,4,650000,39,6,71,62,20,37,19,84,35,93,80,6,69,42,40,1,20,80,6,15,35,55,7442,87,55,49,15,Right,10,0,25,63,6,56,35,89,64,35,,12431,kqunb44dcc840ev8nf6k7f6n18
Justin Davis,LAR,HB,67,23,USC,57,28,68,33,65,73,46,18,32,34,61,91,82,73,12,44,29,27,88,20,198,11/11/1995,26,2,1680000,61,26,86,20,41,33,24,88,20,74,77,20,13,61,11,1,47,22,24,17,26,31,8525,87,73,74,21,Right,11,0,36,17,21,26,15,91,80,21,,12913,h2il4ntvqf3cmrtn6ab4a4oba8
Duke Dawson Jr,NE,FS,67,23,Florida,56,18,65,15,61,76,65,6,69,15,69,90,71,70,33,61,35,68,91,71,198,10/13/1995,10,1,3220000,28,6,79,59,20,29,16,90,35,86,83,6,73,34,26,1,16,71,6,10,35,58,8865,91,65,68,12,Right,12,1520000,35,78,6,50,35,84,76,35,,13227,v2fuh6kq06728p5gims3dvo1m4
Patrick DiMarco,BUF,FB,67,30,South Carolina,80,30,50,76,74,68,55,10,50,44,63,83,73,73,35,49,60,45,92,20,234,4/30/1989,36,8,6200000,73,20,72,20,54,42,12,74,53,73,88,10,15,70,30,1,50,35,15,22,48,60,6772,86,74,50,19,Right,15,2200000,68,20,10,35,48,77,64,43,,11866,0ok20tubh8boggqk3hvphna7qo
Jayrone Elliott,MIA,ROLB,67,27,Toledo,58,12,10,16,72,17,33,6,74,10,54,89,44,75,77,45,45,74,92,63,240,11/11/1991,6,5,720000,29,6,40,56,20,58,12,80,45,80,86,6,48,45,61,1,12,81,6,17,45,76,7101,77,57,10,16,Right,16,80000,45,60,6,68,45,76,15,45,,2309,rr3an25pf0fepqcnpcegtv2bm8
Cameron Erving,KC,LG,67,27,Florida State,78,30,10,81,84,10,15,6,54,5,45,75,10,77,25,15,68,56,93,15,313,8/23/1992,5,4,5610000,25,6,10,25,15,75,12,67,66,75,73,6,12,30,55,1,15,44,6,25,72,82,7103,85,45,6,25,Right,10,4390000,70,10,6,47,69,69,12,67,,2505,185tcav8j2ken6onl17fg0ahgc
Jordan Evans,CIN,ROLB,67,24,Oklahoma,71,22,10,16,75,66,59,6,79,8,61,90,46,75,52,54,45,78,91,53,242,1/27/1995,5,2,2420000,34,6,64,72,17,50,12,88,45,91,83,6,47,42,59,1,13,74,6,20,45,76,9182,87,56,38,16,Right,15,160000,45,44,6,60,45,84,53,45,,12848,ep818ng3v7m4t8v34nod33bn8c
Matt Flanagan,WAS,TE,67,24,Pittsburgh,55,37,10,56,76,61,73,6,43,55,73,87,52,78,30,71,68,36,87,23,260,3/26/1995,50,1,1710000,67,15,59,18,61,88,11,78,65,77,85,10,11,65,20,1,65,35,10,12,61,70,9771,84,68,53,14,Right,10,0,64,25,6,41,63,77,48,56,,13747,o34elovqhp960lvreocop2kfog
Rudy Ford,ARI,SS,67,24,Auburn,56,30,79,21,70,73,66,6,76,12,69,93,59,71,45,62,35,73,88,66,204,11/1/1994,10,2,2420000,42,6,73,58,22,30,26,92,35,83,78,6,68,44,34,1,18,81,6,19,35,66,8553,92,67,56,24,Right,10,120000,35,68,6,68,35,85,71,35,,12693,vithqh3ur53k40vip0skefrtos
Reece Fountain,IND,WR,67,23,Northern Iowa,57,28,55,35,58,75,79,6,31,74,79,88,71,74,10,84,41,30,90,19,210,12/22/1995,69,1,1050000,64,20,78,17,76,10,18,89,32,95,84,10,15,65,10,1,69,18,15,13,24,55,9775,89,75,70,18,Right,17,0,28,16,10,26,27,84,67,20,,13272,6vhcj1jf6r82q0egf5m644jvtg
John Franklin-Myers,LAR,LE,67,22,Stephen F. Austin,62,20,10,18,88,33,18,9,76,8,28,84,21,76,73,15,45,73,90,33,292,9/26/1996,4,1,2460000,32,9,31,65,15,94,12,79,45,80,85,9,25,34,67,1,15,83,9,12,45,86,8892,77,26,24,16,Right,17,440000,45,25,9,67,45,74,21,45,,13356,kg3f864m4utaf0iqg215e84kq4
Greg Gaines,LAR,DT,67,23,Washington,68,31,10,39,87,31,32,6,78,20,39,79,19,73,51,40,45,76,88,26,312,5/6/1996,18,0,2540000,49,6,24,71,24,91,12,67,45,75,90,6,15,38,71,1,19,84,6,12,45,87,9464,79,45,20,19,Right,10,600000,45,17,6,67,45,61,13,45,,20408,iadi2vtonn36dilecdio7hcui4
Rashaan Gaulden,CAR,FS,67,24,Tennessee,63,24,40,19,54,51,43,6,76,15,59,89,53,72,50,60,35,71,88,75,200,1/23/1995,10,1,2520000,27,6,58,65,20,28,15,86,35,74,78,6,71,27,37,1,14,80,6,12,35,61,8899,89,56,31,19,Right,13,930000,35,73,6,54,35,81,46,35,,13183,mrdurgje9j41mes7sba9u966kc
Nathan Gerry,PHI,LOLB,67,24,Nebraska,69,30,45,19,70,49,70,6,79,13,76,88,42,74,56,65,45,75,87,65,230,2/23/1995,7,2,2420000,38,6,56,67,23,47,12,86,45,81,78,6,56,36,46,1,20,83,6,15,45,79,8563,89,70,33,19,Right,14,0,45,62,6,65,45,82,48,45,,12696,bp8d5chsqi89ben0a7c81v5n5g
Daeshon Hall,PHI,RE,67,24,Texas AM,58,15,10,10,74,49,41,6,80,16,50,86,42,77,71,34,45,76,90,44,266,6/14/1995,12,2,1950000,37,6,52,56,23,74,12,80,45,86,82,6,32,45,61,1,17,83,6,11,45,80,8572,83,53,33,15,Right,10,0,45,28,6,73,45,79,44,45,,12646,0b713ngs2qk9d0pd3k95u88dv0
Emanuel Hall,CHI,WR,67,22,Missouri,54,28,55,24,63,79,76,6,33,71,79,94,73,75,10,81,39,24,84,28,195,5/21/1997,73,0,1760000,39,15,77,18,74,6,22,93,18,95,78,10,22,51,10,1,69,21,10,13,22,43,9483,88,74,71,18,Right,19,0,33,23,6,25,11,86,75,17,,20354,jd4vt8sib70fb527fjgsi8b90c
Kelvin Harmon,WAS,WR,67,22,N.C. State,58,31,40,30,71,81,81,6,47,73,85,89,71,74,11,83,52,43,91,33,221,12/15/1996,72,0,2540000,59,15,75,33,75,13,22,87,35,79,89,10,24,63,11,1,75,34,10,27,22,48,9490,92,79,73,29,Right,19,120000,41,16,6,43,26,81,71,18,,20498,st3cjto2eqjjcgq7jfcjrpu6is
Will Harris,DET,FS,67,23,Boston College,63,23,45,15,66,64,52,15,73,32,67,91,64,73,33,63,35,68,90,70,207,12/19/1995,28,0,2690000,35,15,72,63,37,43,14,90,35,87,82,15,68,35,27,1,39,78,10,11,35,56,9492,89,68,56,15,Right,14,920000,35,61,10,53,35,86,66,35,,20466,fin4pcuqot5rdmldvq52f45r34
Cole Hikutini,MIN,TE,67,25,Louisville,53,23,8,47,72,75,76,6,34,60,81,84,55,76,10,78,58,31,91,17,240,6/11/1994,55,2,1230000,47,15,64,17,63,87,17,77,50,83,82,10,14,67,10,1,62,27,10,22,58,62,8583,85,74,63,18,Right,10,0,59,24,6,28,57,76,61,55,,12623,hojon51i3q32p446cfc4uuon7c
Delano Hill,SEA,FS,67,23,Michigan,68,30,45,16,72,63,60,15,69,10,69,90,62,73,42,60,35,76,91,65,216,11/26/1995,10,2,2490000,48,15,67,66,20,42,17,89,35,81,83,15,58,43,33,1,15,82,10,15,35,61,8585,87,66,46,20,Right,10,720000,35,63,10,52,35,84,61,35,,12812,s1heaia8msc9d9kh84fokomndk
Tytus Howard,HOU,RT,67,23,Alabama St.,70,53,10,82,83,47,15,27,27,5,28,78,32,77,10,15,70,23,87,15,322,5/23/1996,5,0,2000000,45,45,41,15,15,71,30,71,68,73,84,40,12,38,10,1,15,28,37,16,70,80,9509,83,24,37,20,Right,26,10220000,71,10,31,24,74,63,31,73,,20397,q6rhgk7t27gl1shk16847upp8g
Kevin Huber,CIN,P,67,34,Cincinnati,58,42,10,14,55,10,10,20,20,10,31,78,10,73,15,12,22,22,95,31,211,7/16/1985,10,10,6750000,10,30,10,19,10,10,16,68,15,39,50,20,12,10,15,1,12,12,30,58,15,20,1555,90,35,9,88,Left,15,1200000,19,10,25,14,10,63,19,13,,20261,vu9uh5mj84o4m3jt15v823sjkg
Mike Hull,MIA,ROLB,67,28,Penn State,64,28,10,17,84,52,50,6,76,15,59,89,37,72,47,47,45,82,89,54,233,5/25/1991,6,4,650000,53,6,50,67,25,45,12,84,45,77,83,6,44,61,57,1,25,76,6,17,45,77,7507,91,53,20,14,Right,10,90000,45,49,6,61,45,83,35,45,,2872,8c2savob264mf6qko81raduhbg
James Hurst,BAL,LG,67,27,North Carolina,80,30,10,79,78,10,25,6,29,5,42,73,10,77,15,15,69,41,87,15,312,12/17/1991,5,5,12500000,20,6,10,20,15,74,12,52,70,60,75,6,13,19,25,1,40,20,6,21,75,80,6971,76,64,8,22,Right,10,5000000,73,10,6,39,67,66,15,70,,2148,gls3rnv2ahol05gdt1pc3rfhi0
Ray-Ray McCloud III,BUF,WR,67,22,Clemson,53,22,81,26,51,82,81,6,61,71,84,91,67,69,19,77,51,48,91,60,190,10/15/1996,69,1,2460000,60,15,88,50,77,14,13,89,39,83,84,10,56,60,13,1,62,31,10,13,20,43,8983,88,66,75,19,Right,15,160000,32,52,6,45,33,87,81,15,,13362,vbu81alfsl159tfaj11750ctds
John Jenkins,NYG,DT,67,30,Georgia,66,25,10,35,92,15,15,6,76,7,30,77,10,75,51,15,45,79,88,15,327,7/11/1989,3,6,740000,45,6,10,68,15,77,12,64,45,65,76,6,10,25,73,1,15,81,6,17,45,85,5895,75,40,10,23,Right,10,0,45,10,6,64,45,59,10,45,,1073,sej3k884sf2rs1h4l85jo2l8i8
Marcus Johnson,IND,WR,67,25,Texas,73,27,75,22,67,72,73,6,37,68,79,92,73,73,10,78,39,32,86,16,204,8/5/1994,71,3,2030000,38,18,79,22,69,16,22,93,21,88,66,10,10,50,10,1,64,28,10,12,20,42,9212,88,66,73,19,Right,18,0,35,15,6,31,12,81,70,24,,12932,usbln8a3tjfqq6071ooafi7mq0
Isaiah Johnson,LV,CB,67,23,Houston,64,27,30,15,60,74,63,6,73,55,74,91,70,74,44,68,42,50,85,65,208,12/20/1995,47,0,2540000,37,6,76,60,59,31,11,92,33,87,81,6,68,51,37,1,53,64,6,17,33,47,9532,88,64,60,18,Right,10,640000,20,72,6,47,34,90,71,34,,20450,de7vtr94ts82sk65gm2g2gav98
KeeSean Johnson,ARI,WR,67,22,Fresno State,65,26,75,21,61,77,77,6,39,74,80,89,72,73,14,76,44,32,90,33,201,10/9/1996,73,0,2530000,43,15,77,23,72,19,21,88,21,80,85,10,26,46,11,1,65,24,10,12,20,46,9534,89,71,69,17,Right,16,200000,36,25,6,31,32,90,76,15,,20506,pads7sm49ojq04j2u12r32lneo
Jaleel Johnson,MIN,DT,67,25,Iowa,68,23,10,27,82,31,26,6,79,7,37,79,21,75,64,22,45,80,93,28,316,7/12/1994,3,2,2420000,44,6,32,71,15,94,12,66,45,70,88,6,20,36,69,1,23,76,6,13,45,77,8605,80,32,18,19,Right,10,680000,45,15,6,68,45,71,23,45,,12574,cg7m9d9erbbvhvmek44oj40e80
D.J. Jones,SF,DT,67,24,Ole Miss,70,24,9,36,87,29,24,6,78,9,38,81,17,72,54,20,45,77,92,27,321,1/19/1995,5,2,2420000,43,6,25,71,17,93,12,71,46,71,89,6,20,32,67,1,14,78,6,19,44,86,8610,82,31,19,23,Right,10,120000,45,18,6,64,45,77,24,45,,12824,5vjppdpg3a4kn7uejj4ik973ic
Dre'Mont Jones,DEN,RE,67,22,Ohio State,65,24,10,17,77,45,39,6,81,21,48,84,34,75,70,37,45,81,89,41,281,1/5/1997,17,0,3040000,34,6,37,68,24,93,12,73,45,77,82,6,21,42,63,1,26,78,6,10,45,84,9538,80,50,35,18,Right,12,1040000,45,19,6,69,45,76,38,45,,20553,7jaolisoqs1588u7334tvjupheai91npjv0ehtnmcjt8aviae7cg
Datone Jones,JAX,DT,67,29,UCLA,70,24,10,34,83,25,10,6,81,3,32,86,10,76,73,12,45,73,87,58,285,7/24/1990,2,6,740000,30,6,10,67,10,96,12,77,45,77,86,6,46,35,61,1,12,70,6,21,45,83,5912,76,45,10,19,Right,10,0,45,10,6,65,45,72,25,45,,1135,rako6ij6smq0rdoasgti290hb0
Cyrus Jones,BAL,SS,67,25,Alabama,65,27,83,14,63,81,45,6,78,19,69,91,69,70,29,63,13,54,88,71,200,11/29/1993,12,3,1810615,28,6,74,60,29,27,13,90,33,80,79,6,72,48,26,1,27,57,6,17,33,44,8083,89,68,64,18,Right,18,0,10,74,6,47,34,90,73,34,,17710,1amn32ukd12mhdulebbs7v9sd8
Ufomba Kamalu,NE,ROLB,67,26,Miami,65,23,9,20,81,18,14,6,76,7,33,83,17,78,65,16,44,80,89,50,295,11/2/1992,5,3,2080000,29,6,16,62,13,94,12,76,45,76,83,6,43,25,75,1,15,82,6,17,44,80,8359,85,41,10,17,Right,11,0,44,21,6,59,45,74,15,45,,17729,p2icj2oj4cibp6osh7no5fmjvk
Ted Karras,NE,LG,67,26,Illinois,70,29,11,84,86,10,24,6,37,12,26,75,10,76,27,23,71,30,92,12,305,3/15/1993,6,3,1890000,25,6,10,10,22,75,12,61,72,74,90,6,12,10,31,1,18,67,6,21,69,80,8089,84,31,6,25,Right,10,0,69,10,6,29,65,55,11,66,,17860,j2gdb3kpskaslsmhfj389f18d4
Bronson Kaufusi,NYJ,LE,67,28,BYU,61,22,9,18,83,25,17,6,79,6,42,84,25,78,69,19,44,77,90,29,275,7/6/1991,3,3,650000,29,6,24,61,13,91,12,77,44,74,91,6,26,29,56,1,17,78,6,19,45,78,8092,83,43,12,21,Right,12,0,44,22,6,64,45,81,22,44,,17730,tge1evqaktjussq4gvg4409pnc
Daniel Kilgore,MIA,C,67,31,Appalach. St.,82,33,10,77,89,10,10,6,29,5,17,79,10,75,10,12,69,22,87,10,291,12/18/1987,5,8,10760000,10,6,10,23,10,67,12,60,68,75,96,6,6,10,10,1,12,35,6,17,72,80,4411,75,40,9,19,Right,14,150000,71,10,6,22,71,61,18,68,,10679,oq8jkelb2urcpva8p1m4eqbleg
Kendall Lamm,CLE,RT,67,27,Appalach. St.,76,13,10,75,80,15,25,6,32,5,49,73,10,77,10,15,72,42,93,13,310,6/5/1992,5,4,3890000,35,6,10,28,15,70,12,63,69,66,81,6,12,20,10,1,15,38,6,11,67,74,7736,84,36,7,16,Right,10,600000,72,10,6,35,73,71,15,76,,2807,l9vuk85ka81u4nf01ukv2e22vc
Jeremiah Ledbetter,TB,RE,67,25,Arkansas,67,32,10,31,85,18,24,6,77,9,34,84,14,75,69,18,45,78,91,31,295,5/29/1994,5,2,1130000,25,6,17,66,17,78,12,78,45,81,84,6,23,25,54,1,15,82,6,25,45,81,8635,74,28,10,21,Right,10,0,45,15,6,60,45,69,14,45,,12851,jcmtee4vh0gl51jv9142phg0f96lr23h9ltp6qa9t0vu6675dkc0
Ryan Lewis,BUF,CB,67,25,Pittsburgh,58,20,57,15,62,54,48,10,70,10,59,89,62,72,39,65,35,55,89,67,185,4/15/1994,10,1,1050000,30,10,71,61,10,38,15,91,35,84,80,10,73,25,35,1,20,49,10,14,35,45,9849,89,67,55,19,Right,12,0,35,74,10,48,35,88,65,35,,13843,ojc8dg5u6o32fp1cvsiliv278s
Iman Lewis-Marshall,BAL,CB,67,22,USC,65,14,35,19,65,65,43,6,74,43,66,89,67,73,44,54,35,66,85,65,210,2/27/1997,37,0,2540000,40,6,70,67,47,37,12,88,35,79,82,6,69,42,40,1,37,73,6,12,35,55,9561,87,58,52,14,Right,13,650000,35,76,6,58,35,84,62,35,,20467,sr9sdushcsb4qb8fuqprkai2to
Drew Lock,DEN,QB,67,22,Missouri,62,88,20,14,68,67,28,80,26,23,42,86,31,76,10,37,24,22,94,16,228,11/10/1996,17,0,3890000,46,77,45,15,29,3,70,83,18,77,93,76,14,33,10,1,12,19,79,12,14,23,9553,94,58,56,18,Right,81,3080000,13,10,80,20,14,80,43,13,,20328,8fnbqjriv7d06dbat9osmtg400
Greg Mabin,SF,CB,67,25,Iowa,61,27,63,18,71,60,62,6,70,37,63,90,57,73,47,62,25,69,77,66,200,6/25/1994,30,2,650000,61,6,66,63,47,30,14,88,33,80,82,6,70,44,42,1,43,68,6,17,33,48,9229,84,61,54,18,Right,14,0,25,79,6,61,34,84,64,34,,12968,dfs9ik3c4sv3bkem6qqve1i99s
Daylon Mack,BAL,DT,67,22,Texas AM,64,23,10,36,86,30,24,6,77,5,31,82,19,73,60,19,45,77,89,28,340,2/23/1997,3,0,2540000,45,6,27,65,13,94,12,69,45,68,85,6,20,36,69,1,12,75,6,20,45,82,9560,78,25,17,20,Right,10,280000,45,20,6,71,45,60,32,45,,20477,6jc5p5mn7eujqd14vqh6sfrtrs
Josh Malone,CIN,WR,67,23,Tennessee,60,28,70,31,61,76,78,15,36,71,82,91,71,75,10,83,48,28,89,26,208,3/21/1996,72,2,2420000,32,24,75,18,70,80,22,92,29,80,79,24,15,53,10,1,69,30,18,16,30,51,8649,86,74,66,18,Right,18,600000,48,10,14,30,24,85,64,34,,12681,s4aahkoc5e75mf7ho2qceqrd8k
Terrell McClain,ARI,DT,67,31,USF,79,30,10,16,89,10,15,6,76,8,27,83,10,74,46,15,45,81,87,23,300,7/20/1988,4,8,740000,20,6,10,77,15,99,12,74,45,65,65,6,18,10,64,1,15,78,6,22,45,86,4428,70,40,10,15,Right,15,0,45,16,6,56,45,55,10,45,,10728,8ql7a9g7k168qo8pmhjueb2bhc
Erik McCoy,NO,C,67,22,Texas AM,73,22,10,80,85,10,10,6,25,5,30,80,10,76,12,12,74,35,91,13,315,8/27/1997,5,0,3370000,20,6,10,28,10,78,12,73,73,76,88,6,11,10,15,1,12,22,6,21,70,83,9563,84,30,9,22,Right,15,2710000,71,10,6,23,75,58,15,72,,20437,abf1d5tfk2cnph3invnqphha98
Kaleb McGary,ATL,RT,67,24,Washington,73,30,10,81,87,30,47,6,27,29,52,81,31,78,34,41,69,34,88,20,306,2/22/1995,23,0,2000000,34,6,33,53,36,76,12,71,71,81,97,6,15,36,48,1,46,35,6,15,71,85,9564,83,46,35,20,Right,10,8270000,68,10,6,38,68,62,17,66,,20362,ojjd7g0t3fjfdihtvlrf6ir3v4
J'Mon Moore,GB,WR,67,24,Missouri,56,30,70,21,66,74,77,10,34,74,78,88,77,75,10,82,48,32,89,18,205,5/23/1995,70,1,2460000,40,25,83,16,78,82,20,87,33,90,86,18,13,78,10,1,73,18,20,13,25,37,8996,94,72,71,18,Left,18,440000,29,15,15,29,28,94,74,20,,13243,d1k4vgsh6f2qt5u3t53m703r2s
Nicholas Morrow,LV,MLB,67,24,Greenville College,74,27,42,12,76,50,63,15,79,42,66,86,40,72,59,59,44,79,80,53,224,7/10/1995,42,2,1680000,38,15,44,77,42,50,12,87,43,88,81,15,48,39,53,1,44,72,10,18,44,62,9246,90,63,33,21,Right,10,0,44,54,10,65,45,84,48,43,,12975,q4f3vpfk4ilduaocohi3u8fr1h6lr23h9ltp6qa9t0vu6675dkc0
Avery Moss,NYG,ROLB,67,24,Youngstown St.,60,31,10,19,77,40,37,6,78,15,44,88,32,75,75,31,45,78,88,43,271,9/16/1994,11,2,1230000,28,6,40,61,22,91,12,79,45,79,78,6,39,42,65,1,17,76,6,16,45,79,8668,83,38,21,37,Right,10,0,45,24,6,65,45,81,31,45,,12839,2nnhg1lirml77vl4ek2k56u9kc
Isaac Nauta,DET,TE,67,22,Georgia,61,23,60,53,71,77,74,6,41,59,78,85,65,75,27,71,61,40,91,25,244,5/21/1997,56,0,2540000,62,15,70,42,61,89,22,78,61,70,84,10,15,55,32,1,62,15,10,19,60,65,9585,87,67,65,15,Right,19,80000,59,17,6,35,60,74,62,58,,20521,s5dll4sr4ornkjc3quhqqe5i8o
Tim Patrick,DEN,WR,67,25,Utah,74,36,48,38,69,69,78,6,31,66,79,91,72,77,10,76,50,35,77,26,210,11/23/1993,65,2,570000,58,20,78,22,68,81,22,90,34,89,83,15,20,65,10,1,73,27,15,15,20,58,9263,85,68,69,19,Right,19,0,43,17,15,28,30,85,67,17,,12903,lo510il4avj28r1vmmsm835ag8
Riley Reiff,MIN,LT,67,30,Iowa,86,30,10,84,85,10,15,6,24,15,35,80,10,78,10,15,69,32,92,15,305,12/1/1988,15,7,47250000,25,6,10,15,15,71,12,64,71,73,95,6,12,30,10,1,15,24,6,25,67,83,5438,94,40,8,25,Right,16,11500000,71,10,6,20,65,63,15,72,,11284,gpm32gaaaf99hn8adla2dgi89k
Isaac Rochell,LAC,LE,67,24,Notre Dame,60,24,10,16,88,25,19,9,77,7,36,83,17,76,54,15,45,80,94,34,280,4/22/1995,3,2,650000,36,17,23,57,14,98,12,76,45,77,95,9,23,32,69,1,12,82,12,21,45,86,8707,90,28,18,22,Right,10,0,45,26,9,61,45,69,28,45,,12683,6ad6qs7tma46rdbh1diofqn3hs
Daniel Ross,DAL,DT,67,26,Northeast Mississippi Community College,69,23,9,31,85,20,18,6,75,5,28,81,14,75,66,16,44,77,82,26,305,3/15/1993,3,2,650000,34,6,17,69,13,93,12,72,46,73,86,6,18,27,75,1,15,72,6,17,44,81,9281,78,25,11,17,Right,10,0,44,13,6,63,45,69,16,45,,13036,pqlaou853n806seuhpeold0ctg
Dru Samia,MIN,RG,67,22,Oklahoma,71,21,8,85,88,18,13,6,28,5,33,77,9,77,15,14,70,38,90,14,305,8/22/1997,5,0,2540000,31,6,12,16,14,73,12,63,68,69,84,6,12,16,17,1,15,25,6,20,66,84,9616,91,43,8,20,Right,16,720000,67,9,6,28,71,62,14,68,,20399,gue4e2s49i1vr94cp3vi6cftik
Chris Smith,CLE,LE,67,27,Arkansas,64,24,10,18,82,49,45,6,76,3,48,89,65,73,55,35,45,79,93,49,266,2/11/1992,2,5,8200000,55,6,46,66,10,50,12,82,45,88,68,6,44,44,66,1,12,74,6,17,45,77,6588,82,59,25,15,Right,10,3810000,45,24,6,59,45,71,35,45,,2065,5f7he292q06jp1e82k23jcaji4
Devin Smith,DAL,WR,67,27,Ohio State,59,35,76,32,58,76,70,15,70,70,77,91,76,73,10,87,43,57,76,25,199,3/3/1992,72,4,1390000,51,30,81,34,67,15,22,90,26,91,87,10,20,64,10,1,76,15,25,19,10,52,7328,85,72,72,19,Right,17,0,25,15,20,60,18,88,69,10,,2441,ehnnirsav4lo762rg36qsulrgc
